datetime,timestamp,open,high,low,close,volume,MA,STD,Upper_Band,Lower_Band,BB_Width,BB_Position
2025-08-28 13:21:53.800,1756387313800,3072.98,3117.65,3064.85,3114.78,275.72,2993.9625,70.14994308246938,3134.262386164939,2853.662613835061,280.59977232987785,0.930568774154118
2025-08-28 13:22:53.800,1756387373800,3054.79,3084.64,3052.69,3052.69,259.4,2999.2985,70.36575761689785,3140.0300152337954,2858.5669847662043,281.4630304675911,0.6896927632424817
2025-08-28 13:23:53.800,1756387433800,3039.05,3060.74,3024.66,3037.94,967.26,3003.8525,69.73787311104822,3143.3282462220964,2864.3767537779036,278.9514924441928,0.6221986650844669
2025-08-28 13:24:53.800,1756387493800,3010.45,3033.84,2978.97,3005.3,385.23,3002.7599999999998,69.52451237551155,3141.8090247510227,2863.710975248977,278.0980495020458,0.5091334693089307
2025-08-28 13:25:53.800,1756387553800,3018.17,3055.76,3012.94,3023.98,613.06,3003.3355,69.65663111026551,3142.6487622205314,2864.022237779469,278.62652444106243,0.5740938072619385
2025-08-28 13:26:53.800,1756387613800,3037.95,3062.52,3005.82,3038.73,766.69,3008.7259999999997,67.90724908207352,3144.540498164147,2872.9115018358525,271.6289963282943,0.6104594885140213
2025-08-28 13:27:53.800,1756387673800,3104.55,3137.27,3061.78,3089.99,828.43,3016.2815,68.13305769054556,3152.547615381091,2880.015384618909,272.5322307621818,0.770457919028005
2025-08-28 13:28:53.800,1756387733800,3108.81,3122.36,3108.06,3122.36,551.36,3025.3075,69.69176315258393,3164.6910263051677,2885.923973694832,278.76705261033567,0.8481491054671426
2025-08-28 13:29:53.800,1756387793800,3158.01,3193.87,3127.88,3168.3,901.0,3035.3505,75.17098603744789,3185.6924720748957,2885.0085279251043,300.6839441497914,0.9421569644362815
2025-08-28 13:30:53.800,1756387853800,3095.26,3141.72,3082.02,3082.02,132.35,3043.02,71.44199642109443,3185.903992842189,2900.136007157811,285.7679856843779,0.6364743496602672
2025-08-28 13:31:53.800,1756387913800,3224.69,3284.91,3198.69,3198.69,127.45,3056.1809999999996,74.75473094692715,3205.690461893854,2906.6715381061454,299.01892378770845,0.9765885656828067
2025-08-28 13:32:53.800,1756387973800,3141.55,3152.07,3092.53,3143.57,294.24,3065.131,73.92006286309775,3212.971125726195,2917.2908742738045,295.6802514523906,0.7652831888998521
2025-08-28 13:33:53.800,1756388033800,3097.65,3104.36,3087.56,3087.56,586.57,3074.5005,62.976401635016124,3200.4533032700324,2948.547696729968,251.90560654006458,0.5518428318423424
2025-08-28 13:34:53.800,1756388093800,3171.76,3198.04,3171.28,3178.77,390.66,3084.6285,62.62423217514484,3209.8769643502897,2959.38003564971,250.4969287005797,0.8758189790523461
2025-08-28 13:35:53.800,1756388153800,3136.69,3163.43,3111.83,3134.89,122.82,3092.7765,57.588176351803725,3207.9528527036073,2977.6001472963926,230.35270540721467,0.6828218163340092
2025-08-28 13:36:53.800,1756388213800,3086.5,3137.78,3076.19,3081.6,325.22,3095.787,55.18351327973661,3206.154026559473,2985.4199734405265,220.73405311894658,0.4357280863575908
2025-08-28 13:37:53.800,1756388273800,3190.41,3205.05,3150.18,3205.05,959.38,3103.7245,58.97749102077334,3221.6794820415466,2985.769517958453,235.90996408309366,0.9295092002316226
2025-08-28 13:38:53.800,1756388333800,3229.23,3282.56,3186.39,3259.0,322.96,3112.9955,67.88973478524328,3248.7749695704865,2977.2160304295135,271.55893914097305,1.0376530798870347
2025-08-28 13:39:53.800,1756388393800,3341.58,3365.23,3326.75,3354.52,526.76,3122.596,86.33176889187521,3295.2595377837506,2949.9324622162494,345.3270755675012,1.1716067647428523
2025-08-28 13:40:53.800,1756388453800,3353.22,3384.49,3309.8,3351.46,490.47,3136.5600000000004,99.35248350669215,3335.2649670133846,2937.855032986616,397.4099340267685,1.040751454858007
2025-08-28 13:41:53.800,1756388513800,3460.87,3510.37,3445.64,3463.14,437.15,3153.978,123.04466393186436,3400.0673278637287,2907.8886721362715,492.1786557274572,1.1281499540914621
2025-08-28 13:42:53.800,1756388573800,3467.19,3548.6,3453.15,3482.96,246.64,3175.4915,140.74483833762574,3456.9811766752514,2894.001823324749,562.9793533505026,1.0461452505676077
2025-08-28 13:43:53.800,1756388633800,3496.83,3517.82,3490.09,3490.09,946.21,3198.0989999999997,153.24608705917285,3504.5911741183454,2891.606825881654,612.9843482366914,0.9763433207388422
2025-08-28 13:44:53.800,1756388693800,3357.65,3400.65,3337.0,3393.09,591.06,3217.4885000000004,152.09655559527835,3521.6816111905573,2913.2953888094435,608.3862223811138,0.788634905821383
2025-08-28 13:45:53.800,1756388753800,3382.79,3402.7,3372.26,3372.26,164.07,3234.9025,148.67442564472785,3532.2513512894557,2937.5536487105446,594.697702578911,0.7309702886094032
2025-08-28 13:46:53.800,1756388813800,3431.95,3447.89,3410.6,3425.85,727.06,3254.2585000000004,146.98045255908661,3548.2194051181737,2960.297594881827,587.9218102363466,0.7918610893700629
2025-08-28 13:47:53.800,1756388873800,3487.49,3498.47,3459.14,3498.47,353.83,3274.6825,151.27078132572385,3577.2240626514476,2972.140937348552,605.0831253028955,0.869845878428646
2025-08-28 13:48:53.800,1756388933800,3537.07,3562.19,3473.84,3515.49,798.77,3294.339,155.90697033470826,3606.1529406694162,2982.5250593305836,623.6278813388326,0.8546201294355583
2025-08-28 13:49:53.800,1756388993800,3553.95,3573.48,3546.22,3573.48,775.78,3314.5980000000004,164.741905211248,3644.0818104224963,2985.1141895775045,658.9676208449919,0.8928599703700709
2025-08-28 13:50:53.800,1756389053800,3544.32,3560.82,3543.89,3560.82,843.81,3338.5379999999996,163.95254231829352,3666.4430846365867,3010.6329153634124,655.8101692731743,0.8389425940838228
2025-08-28 13:51:53.800,1756389113800,3609.39,3620.59,3597.69,3607.04,955.55,3358.9555,170.89957982378897,3700.754659647578,3017.156340352422,683.5983192951562,0.862909757086288
2025-08-28 13:52:53.800,1756389173800,3744.99,3784.89,3677.88,3736.63,395.8,3388.6085,182.61085565457213,3753.830211309144,3023.3867886908556,730.4434226182884,0.9764523701952309
2025-08-28 13:53:53.800,1756389233800,3823.18,3853.44,3799.32,3835.19,182.09,3425.9900000000002,193.91331126101363,3813.8166225220275,3038.163377477973,775.6532450440545,1.027555325288117
2025-08-28 13:54:53.800,1756389293800,3781.56,3815.04,3702.53,3815.04,898.93,3457.8035000000004,203.19102651329493,3864.1855530265902,3051.4214469734106,812.7641060531796,0.9395328205803238
2025-08-28 13:55:53.800,1756389353800,3752.05,3764.11,3736.56,3741.47,656.4,3488.1325000000006,197.64959181858381,3883.431683637168,3092.833316362833,790.598367274335,0.8204376716251071
2025-08-28 13:56:53.800,1756389413800,3709.05,3725.23,3688.31,3725.23,173.21,3520.314,179.5426109634676,3879.399221926935,3161.228778073065,718.17044385387,0.7853305949216918
2025-08-28 13:57:53.800,1756389473800,3617.34,3668.26,3591.35,3613.48,799.43,3540.7355,164.3845290605956,3869.504558121191,3211.9664418788084,657.5381162423828,0.6106316093365225
2025-08-28 13:58:53.800,1756389533800,3466.26,3520.69,3455.78,3466.19,521.79,3551.095,151.73712540547191,3854.5692508109437,3247.620749189056,606.9485016218878,0.3601116902453559
2025-08-28 13:59:53.800,1756389593800,3488.56,3517.42,3470.44,3515.29,965.96,3559.1335,144.8786910078843,3848.8908820157685,3269.3761179842313,579.5147640315372,0.4243444641599951
2025-08-28 14:00:53.800,1756389653800,3413.66,3442.47,3401.94,3421.47,966.9,3562.6339999999996,140.3725782337851,3843.37915646757,3281.8888435324293,561.4903129351405,0.24859049791602364
2025-08-28 14:01:53.800,1756389713800,3436.8,3437.24,3423.52,3423.52,972.37,3560.653,142.11928189117504,3844.8915637823497,3276.41443621765,568.4771275646999,0.2587712972948198
2025-08-28 14:02:53.800,1756389773800,3579.34,3612.63,3563.88,3612.63,664.8,3567.1365000000005,141.3440383295875,3849.8245766591754,3284.4484233408257,565.3761533183497,0.5804658982042055
2025-08-28 14:03:53.800,1756389833800,3675.66,3682.4,3595.17,3660.8,349.64,3575.672,141.60066144656733,3858.8733228931346,3292.4706771068654,566.4026457862692,0.6502959081023132
2025-08-28 14:04:53.800,1756389893800,3649.25,3698.7,3611.57,3616.23,169.96,3586.829,135.0990651687635,3857.027130337527,3316.6308696624733,540.3962606750538,0.5544063720264693
2025-08-28 14:05:53.800,1756389953800,3640.94,3709.25,3606.34,3630.44,716.26,3599.7380000000003,125.51213166777782,3850.762263335556,3348.7137366644447,502.0485266711112,0.5611534510489908
2025-08-28 14:06:53.800,1756390013800,3684.31,3738.72,3658.52,3681.88,879.46,3612.5395,119.76848550762251,3852.076471015245,3373.002528984755,479.0739420304899,0.6447386173961163
2025-08-28 14:07:53.800,1756390073800,3768.73,3794.24,3704.16,3794.24,972.92,3627.328,123.15470342109121,3873.6374068421824,3381.0185931578176,492.6188136843648,0.8388258738062432
2025-08-28 14:08:53.800,1756390133800,3815.16,3825.79,3721.6,3797.96,346.07,3641.4515,125.82205786347673,3893.0956157269534,3389.807384273047,503.2882314539065,0.810971904802693
2025-08-28 14:09:53.800,1756390193800,3798.36,3810.19,3781.27,3810.19,505.49,3653.2869999999994,130.15043725182866,3913.5878745036566,3392.986125496342,520.6017490073145,0.8013877696323225
2025-08-28 14:10:53.800,1756390253800,3705.9,3734.46,3666.6,3734.46,422.35,3661.969,129.44719658691187,3920.8633931738236,3403.0746068261765,517.7887863476471,0.6400011006637154
2025-08-28 14:11:53.800,1756390313800,3759.28,3787.42,3700.97,3761.45,568.15,3669.6894999999995,130.5982407584827,3930.885981516965,3408.493018483034,522.3929630339308,0.6756541655291024
2025-08-28 14:12:53.800,1756390373800,3774.24,3817.77,3735.5,3777.38,463.13,3671.7270000000003,132.0078335833465,3935.7426671666935,3407.711332833307,528.0313343333864,0.7000885044698749
2025-08-28 14:13:53.800,1756390433800,3826.13,3878.5,3789.21,3839.26,222.73,3671.9305,132.27595156677125,3936.4824031335424,3407.3785968664574,529.103806267085,0.816250796191654
2025-08-28 14:14:53.800,1756390493800,3706.35,3759.88,3673.51,3703.81,413.43,3666.3689999999997,128.2183556487262,3922.805711297452,3409.9322887025473,512.8734225949047,0.5730024180441364
2025-08-28 14:15:53.800,1756390553800,3815.1,3817.93,3752.97,3788.77,876.13,3668.7339999999995,130.09894369893644,3928.9318873978723,3408.5361126021267,520.3957747957456,0.7306629027630257
2025-08-28 14:16:53.800,1756390613800,3787.66,3817.82,3756.13,3756.13,982.03,3670.279,130.98563404153617,3932.250268083072,3408.307731916928,523.9425361661442,0.6638557553051513
2025-08-28 14:17:53.800,1756390673800,3600.82,3612.88,3553.85,3612.88,168.28,3670.249,130.99939553496574,3932.2477910699313,3408.2502089300683,523.997582139863,0.3905166703905
2025-08-28 14:18:53.800,1756390733800,3533.3,3550.53,3506.9,3528.17,526.57,3673.3480000000004,126.57643451581708,3926.5008690316345,3420.1951309683664,506.3057380632681,0.21326021199100284
2025-08-28 14:19:53.800,1756390793800,3458.61,3476.05,3440.27,3444.9,259.31,3669.8285000000005,132.06232608626834,3933.953152172537,3405.703847827464,528.2493043450731,0.07420010182716998
2025-08-28 14:20:53.800,1756390853800,3346.1,3352.5,3307.9,3307.9,721.36,3664.15,145.10143254398236,3954.352865087965,3373.9471349120354,580.4057301759294,-0.11379476713990305
2025-08-28 14:21:53.800,1756390913800,3261.61,3268.59,3257.95,3258.01,825.58,3655.8745000000004,163.14528776765064,3982.1650755353016,3329.583924464699,652.5811510706026,-0.10967819764220448
2025-08-28 14:22:53.800,1756390973800,3210.02,3228.62,3190.31,3190.31,536.07,3634.7585,193.53686188464965,4021.832223769299,3247.6847762307007,774.1474475385985,-0.07411349919595266
2025-08-28 14:23:53.800,1756391033800,3093.63,3135.92,3042.74,3089.78,133.01,3606.2074999999995,228.46098768372053,4063.1294753674406,3149.2855246325585,913.8439507348821,-0.06511563006430797
2025-08-28 14:24:53.800,1756391093800,3142.39,3173.44,3141.49,3157.61,578.9,3583.2765,249.45379133903955,4082.184082678079,3084.368917321921,997.8151653561581,0.07340145271487902
2025-08-28 14:25:53.800,1756391153800,3149.53,3179.63,3098.94,3152.74,342.32,3559.3915,266.95594983117195,4093.303399662344,3025.4796003376564,1067.8237993246876,0.11917733969108511
2025-08-28 14:26:53.800,1756391213800,3140.95,3142.45,3107.62,3130.68,394.75,3531.8315000000002,281.69068043689344,4095.212860873787,2968.4501391262133,1126.7627217475738,0.14397872572689754
2025-08-28 14:27:53.800,1756391273800,3236.31,3264.85,3236.06,3260.26,178.23,3505.1324999999997,280.8145366771644,4066.7615733543284,2943.503426645671,1123.2581467086575,0.2819980200299293
2025-08-28 14:28:53.800,1756391333800,3415.08,3449.73,3400.04,3442.09,214.82,3487.339000000001,272.4328517345339,4032.2047034690686,2942.473296530933,1089.7314069381355,0.45847692402741813
2025-08-28 14:29:53.800,1756391393800,3381.82,3428.58,3350.49,3414.1,420.49,3467.5345,261.922079000908,3991.3786580018163,2943.690341998184,1047.6883160036323,0.4489977131711994
2025-08-28 14:30:53.800,1756391453800,3415.99,3420.34,3403.65,3411.92,237.57,3451.4075,254.44495644803433,3960.2974128960686,2942.517587103931,1017.7798257921377,0.4612023160615641
2025-08-28 14:31:53.800,1756391513800,3367.52,3383.92,3347.57,3352.97,256.04,3430.9835,244.44601981397594,3919.8755396279516,2942.091460372048,977.7840792559036,0.42021398010553773
2025-08-28 14:32:53.800,1756391573800,3185.14,3206.95,3172.71,3183.79,878.96,3401.304,236.0664393856325,3873.436878771265,2929.171121228735,944.2657575425301,0.2696474766107324
2025-08-28 14:33:53.800,1756391633800,3147.06,3170.83,3131.3,3131.68,936.44,3365.925,219.41046404303262,3804.7459280860653,2927.104071913935,877.6418561721302,0.23309727840275393
2025-08-28 14:34:53.800,1756391693800,3259.66,3312.45,3229.25,3247.24,268.34,3343.0964999999997,205.7304228270066,3754.557345654013,2931.6356543459865,822.9216913080263,0.38351686313233907
2025-08-28 14:35:53.800,1756391753800,3197.67,3255.39,3145.63,3198.44,203.35,3313.5800000000004,179.04002633930477,3671.66005267861,2955.4999473213907,716.1601053572194,0.339225894965807
2025-08-28 14:36:53.800,1756391813800,3100.94,3125.67,3065.61,3105.09,533.03,3281.028,151.39286869111882,3583.8137373822374,2978.242262617762,605.5714747644752,0.2094678211710233
2025-08-28 14:37:53.800,1756391873800,3064.61,3066.06,3038.24,3058.71,157.04,3253.3195,137.53861407944606,3528.396728158892,2978.242271841108,550.154456317784,0.14626388505051327
2025-08-28 14:38:53.800,1756391933800,3021.89,3044.86,2988.46,3033.55,636.07,3228.5885000000003,129.7657657909661,3488.1200315819324,2969.056968418068,519.0630631638642,0.12424893266113991
2025-08-28 14:39:53.800,1756391993800,2883.59,2906.57,2866.95,2880.66,847.56,3200.3765,141.10264323963116,3482.581786479262,2918.1712135207376,564.4105729585244,-0.06646086256696379
2025-08-28 14:40:53.800,1756392053800,2890.44,2913.28,2876.34,2913.28,857.65,3180.6454999999996,152.4132216766059,3485.4719433532114,2875.819056646788,609.6528867064235,0.06144634786458662
2025-08-28 14:41:53.800,1756392113800,2932.95,2945.03,2918.65,2926.61,247.84,3164.0755,161.3142542882651,3486.70400857653,2841.4469914234696,645.2570171530606,0.1319830800946239
2025-08-28 14:42:53.800,1756392173800,2958.42,2989.03,2893.09,2963.75,889.48,3152.7475,167.22173577162093,3487.1909715432416,2818.3040284567583,668.8869430864834,0.21744477605154325
2025-08-28 14:43:53.800,1756392233800,3034.96,3047.34,2973.1,3019.66,516.41,3149.2415,169.33315111357481,3487.9078022271497,2810.5751977728505,677.3326044542991,0.3086885244445023
2025-08-28 14:44:53.800,1756392293800,3083.17,3109.18,3034.45,3083.42,909.62,3145.532,169.95167045523985,3485.4353409104797,2805.6286590895206,679.806681820959,0.40863284863040145
2025-08-28 14:45:53.800,1756392353800,3134.56,3203.87,3127.18,3146.64,205.21,3145.227,169.94352737244688,3485.1140547448936,2805.339945255106,679.7741094897874,0.5020786316811339
2025-08-28 14:46:53.800,1756392413800,3157.04,3175.0,3129.42,3150.72,814.62,3146.2290000000003,169.91231874736272,3486.0536374947255,2806.404362505275,679.6492749894505,0.5066078198936786
2025-08-28 14:47:53.800,1756392473800,3190.6,3263.04,3184.79,3194.56,236.51,3142.944,168.21832888431538,3479.380657768631,2806.507342231369,672.873315537262,0.5767098334978357
2025-08-28 14:48:53.800,1756392533800,3124.83,3150.36,3077.65,3131.11,889.09,3127.395,152.7755497625953,3432.9460995251907,2821.8439004748093,611.1021990503814,0.5060791795640288
2025-08-28 14:49:53.800,1756392593800,3196.08,3212.38,3180.44,3180.44,817.57,3115.7120000000004,137.90751453133578,3391.527029062672,2839.8969709373287,551.6300581253436,0.6173395086916962
2025-08-28 14:50:53.800,1756392653800,3153.25,3170.68,3122.86,3168.6,677.03,3103.546,119.96685921317486,3343.4797184263493,2863.6122815736503,479.86743685269903,0.635566606533398
2025-08-28 14:51:53.800,1756392713800,3194.8,3254.76,3170.08,3174.92,263.44,3094.6434999999997,106.3127770840166,3307.269054168033,2882.0179458319662,425.25110833606686,0.6887743463247122
2025-08-28 14:52:53.800,1756392773800,3185.75,3212.37,3148.72,3148.72,952.56,3092.8900000000003,105.04670615342597,3302.983412306852,2882.7965876931485,420.1868246137037,0.632869468364046
2025-08-28 14:53:53.800,1756392833800,3166.35,3201.99,3088.91,3168.4,116.3,3094.726,106.07620822587394,3306.878416451748,2882.5735835482524,424.3048329034955,0.6736346001431394
2025-08-28 14:54:53.800,1756392893800,3281.33,3300.7,3274.21,3288.58,237.29,3096.793,109.55039225469675,3315.8937845093938,2877.6922154906065,438.20156901878727,0.9376684465768702
2025-08-28 14:55:53.800,1756392953800,3412.37,3458.28,3358.0,3403.65,940.93,3107.0535,127.68135276930636,3362.4162055386128,2851.690794461387,510.72541107722554,1.0807357409031533
2025-08-28 14:56:53.800,1756393013800,3397.5,3424.04,3311.25,3406.4,459.1,3122.1189999999997,144.15143991832488,3410.4218798366496,2833.8161201633498,576.6057596732999,0.9930249051987821
2025-08-28 14:57:53.800,1756393073800,3395.64,3410.13,3361.27,3367.54,583.66,3137.5605,153.25504756777235,3444.070595135545,2831.0504048644552,613.0201902710896,0.8751581165675774
2025-08-28 14:58:53.800,1756393133800,3352.06,3373.12,3309.49,3338.34,507.0,3152.8,157.46419121752632,3467.728382435053,2837.8716175649474,629.8567648701055,0.7945749102786308
2025-08-28 14:59:53.800,1756393193800,3321.01,3370.93,3312.85,3316.48,548.53,3174.591,147.67290810579087,3469.9368162115816,2879.245183788418,590.6916324231634,0.7402082443896086
2025-08-28 15:00:53.800,1756393253800,3369.84,3375.14,3333.43,3338.75,669.04,3195.8645,138.40291495542385,3472.6703299108476,2919.0586700891527,553.611659821695,0.7580969845288661
2025-08-28 15:01:53.800,1756393313800,3320.8,3357.55,3235.34,3321.78,160.37,3215.623,125.55156865020356,3466.726137300407,2964.519862699593,502.20627460081414,0.7113812697469393
2025-08-28 15:02:53.800,1756393373800,3269.79,3291.84,3266.04,3272.33,271.62,3231.052,111.09865845985472,3453.2493169197096,3008.8546830802907,444.39463383941893,0.5928859100826035
2025-08-28 15:03:53.800,1756393433800,3270.19,3287.96,3246.87,3271.93,797.97,3243.6655,99.55631886552035,3442.7781377310407,3044.5528622689594,398.2252754620813,0.5709761578222352
2025-08-28 15:04:53.800,1756393493800,3362.79,3452.22,3292.9,3341.93,603.68,3256.591,94.2989849194713,3445.1889698389423,3067.9930301610575,377.1959396778848,0.7262458076109651
2025-08-28 15:05:53.800,1756393553800,3319.03,3331.36,3272.31,3306.12,679.6,3264.565,91.2041892216555,3446.973378443311,3082.156621556689,364.816756886622,0.6139065002239311
2025-08-28 15:06:53.800,1756393613800,3282.19,3284.47,3266.26,3269.51,693.03,3270.5045,87.17921477744069,3444.8629295548812,3096.1460704451188,348.7168591097625,0.49714811608897075
2025-08-28 15:07:53.800,1756393673800,3316.7,3354.15,3299.3,3324.82,687.47,3277.0175000000004,86.06555560642558,3449.1486112128514,3104.8863887871494,344.262222425702,0.6388549102575912
2025-08-28 15:08:53.800,1756393733800,3301.5,3309.06,3274.63,3285.97,870.13,3284.7605000000003,78.91714012177998,3442.5947802435603,3126.9262197564403,315.66856048712,0.5038315504025268
2025-08-28 15:09:53.800,1756393793800,3262.25,3300.07,3226.98,3272.3,363.83,3289.3534999999997,75.10728097546193,3439.5680619509235,3139.138938049076,300.42912390184756,0.44323619568397427
2025-08-28 15:10:53.800,1756393853800,3163.02,3218.83,3123.75,3150.11,441.72,3288.429,76.76732445651072,3441.9636489130216,3134.8943510869785,307.0692978260431,0.049551189326786316
2025-08-28 15:11:53.800,1756393913800,3052.04,3078.81,3012.96,3078.81,596.84,3283.6235,86.62234896224814,3456.8681979244966,3110.3788020755037,346.4893958489929,-0.0911104422060353
2025-08-28 15:12:53.800,1756393973800,2970.84,2987.03,2941.97,2970.38,819.87,3274.7065,107.82477833943356,3490.356056678867,3059.0569433211326,431.2991133577343,-0.20560427919911073
2025-08-28 15:13:53.800,1756394033800,2948.78,2950.46,2923.57,2923.57,670.13,3262.465,131.76856843085284,3526.002136861706,2998.9278631382945,527.0742737234114,-0.1429738974090761
2025-08-28 15:14:53.800,1756394093800,2887.15,2899.22,2849.95,2888.6,345.08,3242.466,155.764667617195,3553.99533523439,2930.9366647656097,623.0586704687803,-0.06794972411467502
2025-08-28 15:15:53.800,1756394153800,2899.92,2928.29,2875.23,2875.23,686.28,3216.045,171.05102576655278,3558.1470515331057,2873.9429484668944,684.2041030662112,0.0018810929769899655
2025-08-28 15:16:53.800,1756394213800,2848.25,2870.62,2802.1,2870.62,698.53,3189.2560000000003,181.31696716843203,3551.8899343368644,2826.6220656631363,725.2678686737281,0.06066439206430186
2025-08-28 15:17:53.800,1756394273800,2764.93,2800.31,2747.65,2765.29,249.66,3159.1435,199.2707415678486,3557.684983135697,2760.602016864303,797.0829662713941,0.0058814243109803
2025-08-28 15:18:53.800,1756394333800,2746.04,2754.02,2706.65,2754.02,450.37,3129.9275,213.91216987291088,3557.7518397458216,2702.103160254178,855.6486794916436,0.060675416196127076
2025-08-28 15:19:53.800,1756394393800,2703.17,2739.71,2676.79,2717.41,609.76,3099.974,227.9005463239108,3555.7750926478216,2644.1729073521788,911.6021852956428,0.08033887350113086
2025-08-28 15:20:53.800,1756394453800,2830.52,2839.15,2827.83,2833.06,293.45,3074.6895,228.06710781732207,3530.823715634644,2618.555284365356,912.2684312692882,0.23513333168417558
2025-08-28 15:21:53.800,1756394513800,2800.44,2803.86,2728.75,2799.1,400.82,3048.5555,228.2096964929867,3504.9748929859734,2592.1361070140265,912.8387859719469,0.22672556881509828
